text,screen_name,created,favoriteCount,retweetCount,lang,location
"Trump said he<U+0092>s ""very proud<U+0094> to lead the birther movement to discredit @POTUS. Here<U+0092>s how he spread the racist lie: https://t.co/fBZavGASai",HillaryClinton,2016-10-27,3264,1768,en,"New York, NY"
<U+0093>Hillary has done her job. Now we need to do our job and get her elected president of the United States.<U+0094> <U+0097>@FLOTUS https://t.co/tTgeqxNqYm,HillaryClinton,2016-10-27,1250,606,en,"New York, NY"
<U+0093>As we look into the eyes of our children...the stakes in this election could not be more clear.<U+0094> <U+0097>@FLOTUS,HillaryClinton,2016-10-27,1233,521,en,"New York, NY"
"I<U+0092>ve been fighting for kids at every step of my career, and I will fight for them every single day of my presidency. <U+0097>Hillary",HillaryClinton,2016-10-27,1534,567,en,"New York, NY"
".@FLOTUS is <U+0093>someone who reminds us to work hard, stay true to our values, and never stop fighting for what we believe in."" <U+0097>Hillary",HillaryClinton,2016-10-27,1545,579,en,"New York, NY"
<U+0093>Folks marched &amp; protested for our right to vote. They endured beatings and jail time. They sacrificed their lives for this right.<U+0094> <U+0097>@FLOTUS,HillaryClinton,2016-10-27,3289,1275,en,"New York, NY"
"Glad Secretary Carter did the right thing. Our men and women in uniform deserve our support and deepest gratitude,<U+0085> https://t.co/59JRWpNFhi",HillaryClinton,2016-10-27,8635,2614,en,"New York, NY"
"Hillary ""is absolutely ready to be Commander-in-Chief<U+0085>and yes, she happens to be a woman."" <U+0097>@FLOTUS https://t.co/A0WhIzFP8Q",HillaryClinton,2016-10-27,6915,2544,en,"New York, NY"
"We want someone who is a unifying force in this country, who sees our differences not as a threat, but as as blessing. <U+0097>@FLOTUS",HillaryClinton,2016-10-27,1349,611,en,"New York, NY"
In which @realDonaldTrump basically proves our point. https://t.co/BCfxhPEmk8,HillaryClinton,2016-10-27,5650,2595,en,"New York, NY"
"We<U+0092>re going to make public colleges tuition-free for families making less than $125,000 a year and debt-free for everyone else.",HillaryClinton,2016-10-28,7789,4565,en,"New York, NY"
Kids and families have been the passion of my life<U+0097>and they'll be the heart of my presidency. https://t.co/xpfJ2ZAjJv,HillaryClinton,2016-10-28,8431,2766,en,"New York, NY"
Trump wants to give trillions in tax cuts to millionaires and corporations. It<U+0092>s trickle-down economics on steroids. https://t.co/qqEnK144FO,HillaryClinton,2016-10-28,2077,1035,en,"New York, NY"
"Glad to hear @mike_pence, his staff, Secret Service, and the crew are all safe. -H",HillaryClinton,2016-10-28,22109,4132,en,"New York, NY"
"<U+0093>Just kiss. I don<U+0092>t even wait. I sort of get away with things like that."" <U+0097>Donald Trump https://t.co/eYo0D4tPOG",HillaryClinton,2016-10-28,8681,5226,en,"New York, NY"
"Our kids deserve good schools with good teachers, no matter what ZIP code they live in. https://t.co/DSYABCknlj",HillaryClinton,2016-10-28,1620,765,en,"New York, NY"
"""First ladies, we rock."" <U+0097>@FLOTUSGet all the highlights from Michelle and Hillary's first-ever joint rally: https://t.co/k7M8R4cEQa",HillaryClinton,2016-10-28,7177,2062,en,"New York, NY"
Too many families have been ripped apart by gun violence. We need to bring people together to reform our laws. https://t.co/h2bXJntzJi,HillaryClinton,2016-10-28,2330,1041,en,"New York, NY"
"Watch live: Hillary campaigns in Des Moines, IA with 11 days to go <U+2192> https://t.co/jJKydSK4DRMake a plan to vote: https://t.co/zbTH7fLWJm",HillaryClinton,2016-10-28,3425,925,en,"New York, NY"
<ed><U+00A0><U+00BD><ed><U+00B9><U+008C> https://t.co/pWF9Evqr4j,HillaryClinton,2016-10-28,19584,4655,en,"New York, NY"
"11 days to go and Hillary<U+0092>s on the trail in Iowa. Tune in now: https://t.co/mTVrSXP9U9And make a plan to vote: https://t.co/58n4AxM4BK",HillaryClinton,2016-10-28,3540,967,en,"New York, NY"
"<U+0093>More than 16.5 million people have already voted in this election.<U+0094> <U+0097>HillaryJoin them: https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-28,1171,495,en,"New York, NY"
"<U+0093>Join me in voting for a better America.<U+0094> <U+0097>HillaryRT so your friends can make a plan to vote today: https://t.co/58n4AxM4BK",HillaryClinton,2016-10-28,2108,951,en,"New York, NY"
"""This is a man who relishes making women feel terrible about themselves, in every possible way.<U+0094> <U+0097>Hillary on TrumpWe're better than that.",HillaryClinton,2016-10-28,2095,963,en,"New York, NY"
"Don<U+0092>t let anyone tell you they<U+0092>re too busy to vote. If Ruline can do it, so can they. https://t.co/tTgeqxNqYm https://t.co/QSCZI7JbrV",HillaryClinton,2016-10-28,1407,661,en,"New York, NY"
"Trump<U+0092>s campaign strategy:Get women to stay home.Get young people to stay home.Get people of color to stay home.https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-28,2181,1137,en,"New York, NY"
"We shouldn<U+0092>t let our kids think that politics is about pitching a new hotel, or a new golf course, or a TV contract. <U+0097>@POTUS",HillaryClinton,2016-10-28,3558,1380,en,"New York, NY"
"Fired up. Ready to go. Join @POTUS live in Florida with just 11 days left: https://t.co/103zgd8Xg7",HillaryClinton,2016-10-28,5665,1485,en,"New York, NY"
"I want to be a president for everyone in this country<U+0097>Democrats, Republicans, Independents<U+0085>I<U+0092>m going to work just as hard for everybody.",HillaryClinton,2016-10-28,3164,1240,en,"New York, NY"
"Trump has contributed $0 for our military, $0 for Pell Grants to help people afford college, $0 for our highways. https://t.co/dRqI1W6IXI",HillaryClinton,2016-10-28,4524,2618,en,"New York, NY"
"While Trump is making an unprecedented attack on democracy, millions of Americans are voting.Join them: https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-28,1925,806,en,"New York, NY"
We can fight for the country we want and make history at the same time. Are you ready to vote?<U+0085> https://t.co/vvYp0DU6Ev,HillaryClinton,2016-10-28,8627,2972,en,"New York, NY"
Americans are coming together to reject hate and division. Americans are rejecting Donald Trump<U+0092>s demeaning treatment of women.,HillaryClinton,2016-10-29,3090,1318,en,"New York, NY"
Justice Dept. strongly discouraged Comey on move in Clinton email case <U+0097>@NYTimes https://t.co/W5u8MUak9f,HillaryClinton,2016-10-29,5878,2956,en,"New York, NY"
"With just 10 days until Election Day, Hillary<U+0092>s on the trail in Florida.Watch live: https://t.co/Hc1AV275a6",HillaryClinton,2016-10-29,4655,1314,en,"New York, NY"
I want you hustling all the way until the polls close on November 8. <U+0097>@POTUS https://t.co/HmTeeo6bye https://t.co/70NjaDrt7D,HillaryClinton,2016-10-29,9693,3922,en,"New York, NY"
<U+0093>The Director owes it to the American people to immediately provide the full details of what he is now examining.<U+0094> https://t.co/WTjQMwALV9,HillaryClinton,2016-10-29,14922,6830,en,"New York, NY"
"Equality is on the ballot.Justice is on the ballot.Our progress is on the ballot. https://t.co/tTgeqy51PU https://t.co/uVEjpCzVCq",HillaryClinton,2016-10-29,10917,4401,en,"New York, NY"
"The future of our economy is at stake.LGBT equality is at stake.Equal pay for women is at stake.Go vote: https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-29,4417,1680,en,"New York, NY"
"On January 20, we<U+0092>re going to have a new president. I will be proud to build on the progress we<U+0092>ve made under @POTUS and go even further.",HillaryClinton,2016-10-29,4813,1470,en,"New York, NY"
"On November 9, if you want to say you voted for a better future, make a plan to vote now: https://t.co/3TKJ4H68Kz",HillaryClinton,2016-10-30,2968,1078,en,"New York, NY"
"In 9 days, we'll choose who succeeds @POTUS in the Oval Office. Make sure we make the right choice:<U+0085> https://t.co/3P5SZFuQ1U",HillaryClinton,2016-10-30,7739,2664,en,"New York, NY"
"<U+0093>To those of you celebrating this joyous occasion, I wish you and your loved ones a Happy Diwali and Saal Mubarak.<U+0094><U+0085> https://t.co/lM4YgJL5HX",HillaryClinton,2016-10-30,9223,2956,en,"New York, NY"
"If you're voting for Hillary, don't stop there. We need to support Democrats down the ticket. Here's why: https://t.co/fKZnOYlbrJ",HillaryClinton,2016-10-30,8456,3941,en,"New York, NY"
Who are you fighting for? Donate in their honor to help Hillary win: https://t.co/ax9b67Skrr,HillaryClinton,2016-10-30,3031,936,en,"New York, NY"
"With just 10 days to go, Republicans are pulling out all the stops to try to bring Hillary down. RT this to help ge<U+0085> https://t.co/o7q41liYSs",HillaryClinton,2016-10-30,41356,41487,en,"New York, NY"
Trump has a history of boasting about his donations to charity<U+0097>and little history of seriously donating to charity. https://t.co/p3EUMewYTw,HillaryClinton,2016-10-30,7570,3647,en,"New York, NY"
"With just 9 days until Election Day, Hillary is campaigning in Florida. Tune in to watch her live: https://t.co/dkg7pwiNMt",HillaryClinton,2016-10-30,5314,1391,en,"New York, NY"
"Yesterday, FBI Director Comey bowed to partisan pressure and released a vague and inappropriate letter to Congress.<U+0085> https://t.co/BNDgVzlTyi",HillaryClinton,2016-10-30,27592,16718,en,"New York, NY"
"Education is at stake.  The environment is at stake.  LGBT equality are at stake.  Equal pay is at stake.<U+0085> https://t.co/CFLT94MHUp",HillaryClinton,2016-10-30,15485,6443,en,"New York, NY"
FBI Director Comey owes the American people an explanation. Five things you need to know: https://t.co/PrStSB1207,HillaryClinton,2016-10-30,6767,3541,en,"New York, NY"
"A young girl asked: ""What are you going to do about all this bullying?"" https://t.co/ItziFrwa9b https://t.co/zw1UwMOPNg",HillaryClinton,2016-10-30,10170,4209,en,"New York, NY"
A man you can bait with a tweet is not a man we can trust with nuclear weapons.,HillaryClinton,2016-10-31,2601,1330,en,"New York, NY"
"""Most of them deserved it."" <U+0097>Donald Trumphttps://t.co/tTgeqxNqYm https://t.co/UjX7FYiLQo",HillaryClinton,2016-10-31,9445,5788,en,"New York, NY"
Dozens of former nuclear launch officers agree: Donald Trump should never be in charge of America's nuclear weapons.,HillaryClinton,2016-10-31,2528,1317,en,"New York, NY"
Trump's already threatened our national security. That'll be the tip of the iceberg if he becomes president. https://t.co/8waULARFD6,HillaryClinton,2016-10-31,5149,2523,en,"New York, NY"
U.S. intelligence has confirmed the Russian government is directing cyberattacks against the U.S. to influence the outcome of our election.,HillaryClinton,2016-10-31,3197,2481,en,"New York, NY"
"Instead of dark and divisive, our vision for America is hopeful and inclusive. Big-hearted, not small-minded. It<U+0092>s about lifting people up.",HillaryClinton,2016-10-31,1624,849,en,"New York, NY"
<U+0093>[Launching a nuclear weapon] can take as little as 4 minutes. 4 minutes. That<U+0092>s why...Trump should never be put in charge.<U+0094> <U+0097>Hillary,HillaryClinton,2016-10-31,1433,818,en,"New York, NY"
We don't miss voting in my family. A story from the 1992 presidential campaign that President @BillClinton will n<U+0085> https://t.co/ahS6KYdxTT,HillaryClinton,2016-10-31,9686,3916,en,"New York, NY"
Sometimes the fate of the greatest nations comes down to single moments in time. This is one of those moments. https://t.co/tTgeqxNqYm,HillaryClinton,2016-10-31,2935,1321,en,"New York, NY"
It's time for Trump to answer serious questions about his ties to Russia. https://t.co/D8oSmyVAR4 https://t.co/07dRyEmPjX,HillaryClinton,2016-10-31,16054,13592,en,"New York, NY"
With the election just 8 days away...Trump should immediately disclose all of his ties and connections to the Kremlin and its associates.,HillaryClinton,2016-10-31,2874,1620,en,"New York, NY"
"Why would Putin want Trump to win?The nice things he<U+0092>s said about him?His promise to adopt pro-Kremlin policies?Or his business dealings?",HillaryClinton,2016-10-31,2599,1524,en,"New York, NY"
"What kind of a person brags on 9/11 that, now that the Twin Towers had fallen, a building he owned was the tallest in Lower Manhattan?",HillaryClinton,2016-10-31,2461,1340,en,"New York, NY"
Incredible. https://t.co/zBqO2HTiP4 https://t.co/w7pkIVqd1p,HillaryClinton,2016-10-31,9199,6296,en,"New York, NY"
A guide to help you make your choice for president. https://t.co/QzK7XZYmJW,HillaryClinton,2016-10-31,6787,4429,en,"New York, NY"
"We've made extraordinary progress under @POTUS. On November 8, that progress is on the ballot. https://t.co/OaH52l1Nyn",HillaryClinton,2016-10-31,7854,2683,en,"New York, NY"
Hillary<U+0092>s in Ohio with just 8 days left in the campaign. Watch live: https://t.co/oa4NZ1hEHU,HillaryClinton,2016-10-31,3660,935,en,"New York, NY"
"With just 8 days until Election Day, Hillary is speaking in Ohio. Join her live: https://t.co/oa4NZ1hEHU",HillaryClinton,2016-10-31,4270,1120,en,"New York, NY"
"Donald Trump has repeatedly suggested that more countries should have nuclear weapons. Japan, South Korea, even Saudi Arabia.",HillaryClinton,2016-10-31,1163,630,en,"New York, NY"
"We both believe every child should have the chance to live up to his or her God-given potential<U+0094> <U+0097>Hillary on LeBron https://t.co/PcBChoxpf9	FALSE	3492	HillaryClinton	03-10-16	FALSE	7.83E+17	7.83069E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,1176,NA,NA,NA
"He was a failure at business<U+0085>and by wrecking his business, he wrecked the lives of his workers.<U+0094> <U+0097>Hillary on Trump	FALSE	4329	NA	04-10-16	FALSE	NA	7.8342E+17	NA	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,1494,NA,NA,NA
"We have got to be as clear as possible: You are more than the way you look.<U+0094> <U+0097>Hillary to young girls https://t.co/1SCczNmBNT	FALSE	2963	HillaryClinton	04-10-16	FALSE	7.83E+17	7.83343E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,1386,NA,NA,NA
"A woman who expresses her emotions oftentimes is questioned...it's part of the subtle<U+0097>and not so subtle<U+0097>biases tha<U+0085> https://t.co/TKqTxgGX9g	FALSE	17242	NA	07-10-16	TRUE	NA	7.84484E+17	NA	<a href=https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",NA,NA,6587,NA,NA,NA
"She did everything to make me feel like...I belonged in the White House. Can you imagine? From foster care to the<U+0085> https://t.co/J5Gdwqk50s	FALSE	16972	NA	08-10-16	TRUE	NA	7.84846E+17	NA	<a href=https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",NA,NA,6339,NA,NA,NA
"We urge voters to dump Trump and choose the clearly qualified candidate in this race: Hillary Clinton<U+0094> <U+0097>@DenverPost https://t.co/bpbgC5VhYV	FALSE	6469	NA	09-10-16	FALSE	NA	7.85252E+17	NA	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,2355,NA,NA,NA
"To paraphrase my friend Michelle Obama, one of us went high and one of us went low!<U+0094> <U+0097>Hillary on last night<U+0092>s debate	FALSE	2706	HillaryClinton	10-10-16	FALSE	7.86E+17	7.85562E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,800,NA,NA,NA
"We<U+0092>re going to make public colleges like Wayne State tuition-free for working families.<U+0094> <U+0097>Hillary in Detroit https://t.co/P5fIYT0kHQ	FALSE	3310	HillaryClinton	10-10-16	FALSE	7.86E+17	7.85567E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,963,NA,NA,NA
"We urge voters to dump Trump and choose the clearly qualified candidate in this race: Hillary Clinton<U+0094> <U+0097>@DenverPost https://t.co/x62lrGm1MB	FALSE	6944	NA	11-10-16	FALSE	NA	7.85827E+17	NA	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,2143,NA,NA,NA
"Hillary Clinton will make solving the climate crisis a top national priority.<U+0094> <U+0097>@AlGore	FALSE	3136	HillaryClinton	11-10-16	FALSE	7.86E+17	7.85932E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,1008,NA,NA,NA
"Nobody can fully know what it<U+0092>s like to manage a global crisis<U+0085>but I tell you nobody<U+0092>s been closer to those decisi<U+0085> https://t.co/ZnIFtRF4SK	FALSE	12676	NA	13-10-16	TRUE	NA	7.86702E+17	NA	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,3709,NA,NA,NA
"Can I just say, I am really into electing Hillary Clinton.<U+0094> <U+0097>@POTUS: https://t.co/tTgeqxNqYm https://t.co/CHAbLbmESN	FALSE	12987	NA	13-10-16	FALSE	NA	7.86396E+17	NA	<a href=https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",NA,NA,4346,NA,NA,NA
"This was not just 'locker room banter.' This was a powerful individual speaking freely &amp; openly about predatory behavior<U+0094> <U+0097>@FLOTUS on Trump	FALSE	2092	HillaryClinton	13-10-16	FALSE	7.87E+17	7.86609E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,1071,NA,NA,NA
"Now is the time for all of us to stand up and say, enough is enough.<U+0094> <U+0097>@FLOTUS on Trump https://t.co/rLgM6tYu8V	FALSE	4087	HillaryClinton	13-10-16	FALSE	7.87E+17	7.86611E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,2232,NA,NA,NA
"Ms. Clinton will prove a worthy example to girls who celebrate the election of America<U+0092>s first female president.<U+0094> https://t.co/Fo7uO64qqB	FALSE	8480	NA	13-10-16	FALSE	NA	7.86635E+17	NA	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,2647,NA,NA,NA
"We as women have all the power we need to determine the outcome of this election.<U+0094> <U+0097>@FLOTUS https://t.co/tTgeqxNqYm	FALSE	1624	HillaryClinton	13-10-16	FALSE	7.87E+17	7.86611E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,703,NA,NA,NA
"On November 8, we can show our children that we reject hatred and fear.<U+0094> <U+0097>@FLOTUS: https://t.co/tTgeqxNqYm https://t.co/0pnvt9gqM9	FALSE	5897	HillaryClinton	13-10-16	FALSE	7.87E+17	7.86613E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,2380,NA,NA,NA
"Remember, when they go low, we go high.<U+0094> <U+0097>@FLOTUS: https://t.co/tTgeqxNqYm	FALSE	1995	HillaryClinton	13-10-16	FALSE	7.87E+17	7.86612E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,778,NA,NA,NA
"No one could be more qualified for this job than Hillary, no one.<U+0094> <U+0097>@FLOTUS	FALSE	2095	HillaryClinton	13-10-16	FALSE	7.87E+17	7.86611E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,775,NA,NA,NA
"The men in my life do not talk about women like this, and I know that my family is not unusual.<U+0094> <U+0097>@FLOTUS	FALSE	2273	HillaryClinton	13-10-16	FALSE	7.87E+17	7.86609E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,926,NA,NA,NA
"I would like to extend my warmest congratulations to Ant<f3>nio Guterres on his appointment as the next Secretary-Gen<U+0085> https://t.co/jU6vgnl4Mj	FALSE	7973	NA	13-10-16	TRUE	NA	7.86677E+17	NA	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,2009,NA,NA,NA
"If you vote for someone other than Hillary<U+0097>or if you don't vote at all<U+0097>then you are helping to elect her opponent.<U+0085> https://t.co/z86IXad0uV	FALSE	44480	NA	14-10-16	TRUE	NA	7.86929E+17	NA	<a href=https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",NA,NA,23039,NA,NA,NA
"He may be up at 3am, but it<U+0092>s because he<U+0092>s tweeting insults at somebody who got under his skin.<U+0094> <U+0097>@POTUS on Trump	FALSE	2601	HillaryClinton	14-10-16	FALSE	7.87E+17	7.86954E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,989,NA,NA,NA
"Change is possible, but it doesn<U+0092>t just depend on one person<U+0097>it depends on all of us.<U+0094> <U+0097>@POTUS https://t.co/iWKBOE1i18 #StrongerTogether	FALSE	1352	HillaryClinton	14-10-16	FALSE	7.87E+17	7.86956E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,582,NA,NA,NA
"She knows that in a democracy as big and diverse as this, we can't demonize each other.<U+0094> <U+0097>@POTUS on Hillary	FALSE	1421	HillaryClinton	14-10-16	FALSE	7.87E+17	7.86956E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,511,NA,NA,NA
"You have a chance to reject the politics of fear. You can lift up again the politics of hope.<U+0094> <U+0097>@POTUS https://t.co/tTgeqxNqYm	FALSE	1246	HillaryClinton	14-10-16	FALSE	7.87E+17	7.86957E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,570,NA,NA,NA
"She's in the arena for you, fighting every day to make sure everybody gets a fair shake.<U+0094> <U+0097>@POTUS on Hillary	FALSE	1448	HillaryClinton	14-10-16	FALSE	7.87E+17	7.86952E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,562,NA,NA,NA
"Hillary is one of the smartest, toughest, best-prepared, most experienced candidates to ever run for this job.<U+0094> <U+0097>@POTUS	FALSE	1812	HillaryClinton	14-10-16	FALSE	7.87E+17	7.86952E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,768,NA,NA,NA
"Don't boo, vote! Booing doesn't do any good. Vote, and get your friends to vote.<U+0094> <U+0097>@POTUS https://t.co/tTgeqy51PU	FALSE	1432	HillaryClinton	20-10-16	FALSE	7.89E+17	7.89201E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,613,NA,NA,NA
"She gets the job done, and she never, ever, ever quits. And that's why I know she can be a great president.<U+0094> <U+0097>@POTUS on Hillary	FALSE	1486	HillaryClinton	20-10-16	FALSE	7.89E+17	7.89201E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,559,NA,NA,NA
"She's got the temperament, the knowledge, the steady hand to be the next Commander-in-Chief.<U+0094> <U+0097>@POTUS on Hillary	FALSE	1399	HillaryClinton	20-10-16	FALSE	7.89E+17	7.89202E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,502,NA,NA,NA
"Donald Trump doesn<U+0092>t have anything to offer but anger, and grievance, and blame.<U+0094> <U+0097>@POTUS	FALSE	2017	HillaryClinton	20-10-16	FALSE	7.89E+17	7.89207E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,837,NA,NA,NA
"You wanna give me a good send off? Go knock on some doors.<U+0094> <U+0097>@POTUS: https://t.co/iWKBODJGCy	FALSE	2026	HillaryClinton	20-10-16	FALSE	7.89E+17	7.89208E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,526,NA,NA,NA
"Don<U+0092>t fall for the easy cynicism that your vote doesn<U+0092>t matter<U+0085>that<U+0092>s what Hillary's opponent wants you to think.<U+0094> <U+0097>@POTUS	FALSE	1516	HillaryClinton	20-10-16	FALSE	7.89E+17	7.89207E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,588,NA,NA,NA
"You do not try to keep American democracy in 'suspense.<U+0092> Too many people have fought and marched and died for this democracy.<U+0094> <U+0097>@FLOTUS	FALSE	2299	HillaryClinton	20-10-16	FALSE	7.89E+17	7.8922E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,949,NA,NA,NA
"Even in the middle of crisis, she is calm and cool and collected.<U+0094> <U+0097>@POTUS on Hillary	FALSE	1420	HillaryClinton	20-10-16	FALSE	7.89E+17	7.892E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,517,NA,NA,NA
"Let<U+0092>s go out and prove that love trumps hate!<U+0094> <U+0097>Hillary https://t.co/tTgeqxNqYm https://t.co/OmeUg5bDbr	FALSE	4610	HillaryClinton	21-10-16	FALSE	7.90E+17	7.89579E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,1747,NA,NA,NA
"I want to be every single American<U+0092>s president<U+0085>I believe we can disagree without being disagreeable.<U+0094> <U+0097>Hillary #StrongerTogether	FALSE	1586	HillaryClinton	21-10-16	FALSE	7.90E+17	7.89575E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,650,NA,NA,NA
"We<U+0092>re going to come together in the next 17 days and convince everybody you can to get out and vote.<U+0094> <U+0097>Hillary https://t.co/tTgeqxNqYm	FALSE	2344	HillaryClinton	22-10-16	FALSE	7.90E+17	7.89943E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,796,NA,NA,NA
"We<U+0092>re going to make public colleges and universities tuition-free for families making less than $125,000 a year.<U+0094> https://t.co/ICfynSCYQ7	FALSE	5077	HillaryClinton	22-10-16	FALSE	7.90E+17	7.89949E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,1682,NA,NA,NA
"Whether you agree or disagree with me, whether you vote for me or not, I believe we can disagree without being disagreeable.<U+0094> <U+0097>Hillary	FALSE	4118	HillaryClinton	22-10-16	FALSE	7.90E+17	7.89946E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,1483,NA,NA,NA
"I really want to be president for all of the kids in America, to do everything I can to help you.<U+0094> <U+0097>Hillary in Pittsburgh	FALSE	3664	HillaryClinton	22-10-16	FALSE	7.90E+17	7.89944E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,913,NA,NA,NA
"When your children and grandchildren ask what you did in 2016...I hope you<U+0092>ll say you voted for a better America.<U+0094> <U+0097>Hillary	FALSE	7105	HillaryClinton	22-10-16	FALSE	7.90E+17	7.8995E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,2111,NA,NA,NA
"He lost $1 billion running a casino. Who does that?<U+0094> <U+0097>Hillary on Trump: https://t.co/cijmdjCj0t	FALSE	2629	HillaryClinton	24-10-16	FALSE	7.91E+17	7.90617E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,968,NA,NA,NA
"Hillary Clinton fights for us. It is now time for us to fight for Hillary.<U+0094> <U+0097>@ElizabethForMA https://t.co/iWKBOE1i18	FALSE	1048	HillaryClinton	24-10-16	FALSE	7.91E+17	7.90605E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,396,NA,NA,NA
"Racism and sexism and bigotry have no place in our country.<U+0094> <U+0097>@ElizabethForMA in New Hampshire	FALSE	1923	HillaryClinton	24-10-16	FALSE	7.91E+17	7.90609E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,861,NA,NA,NA
"Get this Donald: nasty women are smart, nasty women are tough, and nasty women vote.<U+0094> <U+0097>@ElizabethForMA: https://t.co/uTXX68HXhY	FALSE	6620	HillaryClinton	24-10-16	FALSE	7.91E+17	7.90607E+17	1339835893	<a href=https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,3370,NA,NA,NA
